order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,channel,payment_method,city,province,order_status,rating
ORD-2024-000034,2024-01-02,CUST-01004,PRD-020,5,165000,0.0,Tokopedia,GoPay,Balikpapan,Kalimantan Timur,Returned,2
ORD-2024-000035,2024-01-02,CUST-01028,PRD-034,1,35000,0.15,Tokopedia,GoPay,Bekasi,Jawa Barat,Completed,4
ORD-2024-000036,2024-01-02,CUST-01387,PRD-006,1,78000,0.0,Webstore,Bank Transfer,Malang,Jawa Timur,Completed,5
ORD-2024-000037,2024-01-02,CUST-01638,PRD-041,2,259000,0.0,Tokopedia,GoPay,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000038,2024-01-02,CUST-01896,PRD-011,1,135000,0.0,Tokopedia,DANA,Malang,Jawa Timur,Completed,3
ORD-2024-000039,2024-01-02,CUST-01965,PRD-021,2,42000,0.0,Webstore,Bank Transfer,Bekasi,Jawa Barat,Completed,
ORD-2024-000040,2024-01-02,CUST-02495,PRD-013,1,136000,0.0,Shopee,Credit Card,Bandung,Jawa Barat,Completed,
ORD-2024-000041,2024-01-02,CUST-02608,PRD-013,1,145000,0.0,TikTok Shop,Bank Transfer,Tangerang,Banten,Completed,5
ORD-2024-000042,2024-01-02,CUST-03071,PRD-007,3,89000,0.05,Tokopedia,GoPay,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000043,2024-01-02,CUST-03190,PRD-023,1,235000,0.15,Webstore,Credit Card,Pekanbaru,Riau,Completed,5
ORD-2024-000044,2024-01-02,CUST-03266,PRD-026,1,389000,0.05,Shopee,Bank Transfer,Tangerang,Banten,Completed,
ORD-2024-000045,2024-01-02,CUST-04522,PRD-008,5,195000,0.15,Shopee,Paylater,Bekasi,Jawa Barat,Completed,4
ORD-2024-000046,2024-01-02,CUST-04535,PRD-011,2,135000,0.1,Tokopedia,DANA,Balikpapan,Kalimantan Timur,Completed,
ORD-2024-000047,2024-01-02,CUST-04535,PRD-011,2,135000,0.1,Tokopedia,Bank Transfer,Balikpapan,Kalimantan Timur,Returned,3
ORD-2024-000048,2024-01-02,CUST-04548,PRD-011,3,135000,0.0,Tokopedia,GoPay,Yogyakarta,DI Yogyakarta,Completed,5
ORD-2024-000049,2024-01-02,CUST-04994,PRD-018,3,25000,0.0,Shopee,ShopeePay,Bandung,Jawa Barat,Completed,5
ORD-2024-000050,2024-01-02,CUST-05070,PRD-005,6,122000,0.0,TikTok Shop,Paylater,Bandar Lampung,Lampung,Completed,3
ORD-2024-000051,2024-01-02,CUST-05401,PRD-038,1,135000,0.0,Shopee,Credit Card,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000052,2024-01-02,CUST-05926,PRD-020,3,165000,0.0,tiktok shop,OVO,Balikpapan,Kalimantan Timur,Completed,3
ORD-2024-000053,2024-01-03,CUST-00234,PRD-020,4,165000,0.05,TikTok Shop,Paylater,Surabaya,Jawa Timur,Completed,4
ORD-2024-000054,2024-01-03,CUST-00284,PRD-032,3,45000,0.1,Tokopedia,DANA,Medan,Sumatera Utara,Completed,5
ORD-2024-000055,2024-01-03,CUST-00287,PRD-001,3,115000,0.0,Webstore,Paylater,Bekasi,Jawa Barat,Completed,4
ORD-2024-000056,2024-01-03,CUST-00345,PRD-013,2,145000,0.0,Webstore,Credit Card,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000057,2024-01-03,CUST-01015,PRD-029,1,165000,0.0,Webstore,DANA,Yogyakarta,DI Yogyakarta,Completed,
ORD-2024-000058,2024-01-03,CUST-01262,PRD-042,1,289000,0.0,Tokopedia,DANA,Bandung,Jawa Barat,Completed,5
ORD-2024-000059,2024-01-03,CUST-01454,PRD-017,4,26000,0.0,Webstore,Credit Card,Semarang,Jawa Tengah,Completed,3
ORD-2024-000060,2024-01-03,CUST-01646,PRD-011,2,135000,0.05,TikTok Shop,COD,Bogor,Jawa Barat,Completed,5
ORD-2024-000061,2024-01-03,CUST-01680,PRD-021,1,42000,0.0,Tokopedia,COD,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000062,2024-01-03,CUST-02025,PRD-032,2,41000,0.0,TikTok Shop,Bank Transfer,Solo,Jawa Tengah,Completed,4
ORD-2024-000063,2024-01-03,CUST-02940,PRD-008,2,183000,0.05,TikTok Shop,DANA,Yogyakarta,DI Yogyakarta,Completed,4
ORD-2024-000064,2024-01-03,CUST-03324,PRD-005,1,122000,0.0,Shopee,ShopeePay,Pekanbaru,Riau,Completed,4
ORD-2024-000065,2024-01-03,CUST-03340,PRD-013,1,145000,0.0,Tokopedia,Paylater,Depok,Jawa Barat,Completed,5
ORD-2024-000066,2024-01-03,CUST-03435,PRD-021,3,42000,0.0,Tokopedia,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000067,2024-01-03,CUST-03845,PRD-019,3,30000,0.15,Shopee,ShopeePay,Semarang,Jawa Tengah,Completed,4
ORD-2024-000068,2024-01-03,CUST-03866,PRD-010,2,99000,0.0,TikTok Shop,DANA,Makassar,Sulawesi Selatan,Completed,5
ORD-2024-000069,2024-01-03,CUST-04278,PRD-033,3,89000,0.0,Shopee,Bank Transfer,Makassar,Sulawesi Selatan,Completed,4
ORD-2024-000070,2024-01-03,CUST-04407,PRD-019,4,30000,0.25,Shopee,ShopeePay,Surabaya,Jawa Timur,Completed,
ORD-2024-000071,2024-01-03,CUST-04688,PRD-015,1,30000,0.0,Tokopedia,GoPay,Surabaya,Jawa Timur,Completed,
ORD-2024-000072,2024-01-03,CUST-04803,PRD-041,2,259000,0.05,TikTok Shop,GoPay,Semarang,Jawa Tengah,Completed,4
ORD-2024-000073,2024-01-03,CUST-04899,PRD-013,2,145000,0.0,Shopee,GoPay,Bandar Lampung,Lampung,Completed,5
ORD-2024-000074,2024-01-03,CUST-04974,PRD-001,3,115000,0.15,TikTok Shop,COD,Bekasi,Jawa Barat,Completed,5
ORD-2024-000075,2024-01-03,CUST-05039,PRD-034,1,35000,0.0,Webstore,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,3
ORD-2024-000076,2024-01-03,CUST-05444,PRD-021,3,42000,0.0,Shopee,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,
ORD-2024-000077,03/01/2024,CUST-05457,PRD-001,6,115000,0.15,TikTok Shop,Paylater,Jakarta,DKI Jakarta,Completed,3
ORD-2024-000078,2024-01-03,CUST-05465,PRD-042,3,289000,0.1,Webstore,Credit Card,Surabaya,Jawa Timur,Completed,3
ORD-2024-000079,2024-01-03,CUST-05502,PRD-020,2,165000,0.0,Webstore,DANA,Yogyakarta,DI Yogyakarta,Completed,5
ORD-2024-000080,2024-01-03,CUST-05723,PRD-015,6,32000,0.0,Shopee,Bank Transfer,Bogor,Jawa Barat,Completed,4
ORD-2024-000081,2024-01-03,CUST-05814,PRD-038,1,135000,0.0,TikTok Shop,ShopeePay,Semarang,Jawa Tengah,Completed,4
ORD-2024-000082,03/01/2024,CUST-05952,PRD-005,2,122000,0.05,Shopee,Bank Transfer,Yogyakarta,DI Yogyakarta,Completed,5
ORD-2024-000083,2024-01-04,CUST-00140,PRD-044,1,219000,0.0,Tokopedia,OVO,Semarang,Jawa Tengah,Completed,5
ORD-2024-000084,2024-01-04,CUST-00274,PRD-020,4,165000,0.0,Tokopedia,DANA,Bekasi,Jawa Barat,Completed,5
ORD-2024-000085,2024-01-04,CUST-00288,PRD-045,2,385000,0.0,Webstore,OVO,Semarang,Jawa Tengah,Completed,4
ORD-2024-000086,2024-01-04,CUST-00365,PRD-021,3,40000,0.0,Webstore,COD,Surabaya,Jawa Timur,Completed,5
ORD-2024-000087,2024-01-04,CUST-01034,PRD-021,5,42000,0.0,Tokopedia,OVO,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000088,2024-01-04,CUST-01106,PRD-021,3,42000,0.0,Webstore,Credit Card,Bandung,Jawa Barat,Completed,4
ORD-2024-000089,2024-01-04,CUST-01106,PRD-021,3,42000,0.0,Webstore,Bank Transfer,Bandung,Jawa Barat,Cancelled,
ORD-2024-000090,2024-01-04,CUST-01568,PRD-038,1,135000,0.0,Shopee,ShopeePay,Yogyakarta,DI Yogyakarta,Completed,4
ORD-2024-000091,2024-01-04,CUST-01754,PRD-013,1,145000,0.0,Webstore,Credit Card,Depok,Jawa Barat,Completed,5
ORD-2024-000092,2024-01-04,CUST-02723,PRD-049,1,525000,0.0,Webstore,COD,Malang,Jawa Timur,Completed,5
ORD-2024-000093,2024-01-04,CUST-02938,PRD-006,3,78000,0.15,Shopee,ShopeePay,Tangerang,Banten,Completed,5
ORD-2024-000094,2024-01-04,CUST-03349,PRD-031,1,520000,0.0,Shopee,GoPay,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000095,2024-01-04,CUST-03460,PRD-007,2,86000,0.2,TikTok Shop,Bank Transfer,Surabaya,Jawa Timur,Completed,4
ORD-2024-000096,2024-01-04,CUST-03648,PRD-042,2,289000,0.0,Webstore,Bank Transfer,Tangerang,Banten,Completed,5
ORD-2024-000097,2024-01-04,CUST-04123,PRD-020,2,156000,0.0,Tokopedia,DANA,Solo,Jawa Tengah,Completed,4
ORD-2024-000098,2024-01-04,CUST-04276,PRD-001,2,115000,0.0,Tokopedia,Paylater,Palembang,Sumatera Selatan,Completed,4
ORD-2024-000099,2024-01-04,CUST-04424,PRD-010,2,99000,0.0,Tokopedia,DANA,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000100,2024-01-04,CUST-04500,PRD-013,4,145000,0.0,Tokopedia,ShopeePay,Makassar,Sulawesi Selatan,Completed,5
ORD-2024-000101,2024-01-04,CUST-04522,PRD-008,5,195000,0.15,Shopee,Credit Card,Semarang,Jawa Tengah,Returned,
ORD-2024-000102,2024-01-04,CUST-04743,PRD-035,2,125000,0.15,Shopee,OVO, Denpasar,Bali,Completed,3
ORD-2024-000103,2024-01-04,CUST-04864,PRD-034,2,35000,0.0,Tokopedia,Credit Card,Balikpapan,Kalimantan Timur,Completed,3
ORD-2024-000104,2024-01-04,CUST-04944,PRD-002,3,125000,0.05,TikTok Shop,Paylater,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000105,2024-01-04,CUST-05022,PRD-014,4,178000,0.05,Tokopedia,Paylater,Bandung,Jawa Barat,Completed,5
ORD-2024-000106,2024-01-04,CUST-05289,PRD-033,3,86000,0.0,TikTok Shop,GoPay,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000107,2024-01-04,CUST-05556,PRD-038,4,135000,0.0,Shopee,ShopeePay,Surabaya,Jawa Timur,Completed,4
ORD-2024-000108,2024-01-04,CUST-05823,PRD-021,2,42000,0.0,Tokopedia,DANA,Surabaya,Jawa Timur,Completed,4
ORD-2024-000109,2024-01-04,CUST-05876,PRD-008,1,195000,0.05,Tokopedia,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000110,2024-01-04,CUST-05979,PRD-010,3,99000,0.0,Tokopedia,OVO,Surabaya,Jawa Timur,Completed,4
ORD-2024-000111,2024-01-05,CUST-00175,PRD-003,3,118000,0.0,Tokopedia,OVO,Tangerang,Banten,Completed,4
ORD-2024-000112,2024-01-05,CUST-00646,PRD-034,1,35000,0.0,Tokopedia,Bank Transfer,Tangerang,Banten,Completed,4
ORD-2024-000113,2024-01-05,CUST-00820,PRD-044,1,219000,0.0,Tokopedia,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000114,2024-01-05,CUST-01004,PRD-020,5,165000,0.0,Tokopedia,OVO,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000115,2024-01-05,CUST-01940,PRD-045,1,385000,0.0,Webstore,Credit Card,Bogor,Jawa Barat,Completed,4
ORD-2024-000116,2024-01-05,CUST-02135,PRD-007,2,86000,0.0,Shopee,ShopeePay,Malang,Jawa Timur,Completed,3
ORD-2024-000117,2024-01-05,CUST-02229,PRD-034,1,35000,0.05,Tokopedia,COD,Bandung,Jawa Barat,Completed,5
ORD-2024-000118,2024-01-05,CUST-02328,PRD-018,3,25000,0.05,TikTok Shop,ShopeePay,Surabaya,Jawa Timur,Completed,4
ORD-2024-000119,2024-01-05,CUST-02460,PRD-032,4,45000,0.0,Tokopedia,Credit Card,Tangerang,Banten,Completed,3
ORD-2024-000120,2024-01-05,CUST-03205,PRD-001,1,115000,0.1,Shopee,OVO,Malang,Jawa Timur,Completed,3
ORD-2024-000121,2024-01-05,CUST-04259,PRD-008,1,195000,0.0,Tokopedia,Credit Card,Bandung,Jawa Barat,Completed,5
ORD-2024-000122,2024-01-05,CUST-05476,PRD-002,2,120000,0.0,Shopee,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000123,2024-01-05,CUST-05521,PRD-018,2,25000,0.0,Webstore,Paylater,Semarang,Jawa Tengah,Completed,5
ORD-2024-000124,2024-01-06,CUST-01227,PRD-008,2,195000,0.1,Tokopedia,ShopeePay,Solo,Jawa Tengah,Completed,4
ORD-2024-000125,2024-01-06,CUST-01275,PRD-021,7,42000,0.1,TikTok Shop,ShopeePay,Bandung,Jawa Barat,Completed,3
ORD-2024-000126,2024-01-06,CUST-01476,PRD-013,4,145000,0.0,Tokopedia,COD,Semarang,Jawa Tengah,Completed,4
ORD-2024-000127,2024-01-06,CUST-01535,PRD-028,1,275000,0.0,Webstore,Bank Transfer,Bandung,Jawa Barat,Completed,5
ORD-2024-000128,2024-01-06,CUST-02419,PRD-021,4,42000,0.0,WEBSTORE,Bank Transfer,Palembang,Sumatera Selatan,Completed,4
ORD-2024-000129,2024-01-06,CUST-02578,PRD-010,2,99000,0.0,Shopee,ShopeePay,Bekasi,Jawa Barat,Completed,4
ORD-2024-000130,2024-01-06,CUST-02588,PRD-021,4,39000,0.0,Tokopedia,GoPay,Depok,Jawa Barat,Completed,5
ORD-2024-000131,2024-01-06,CUST-02691,PRD-017,2,28000,0.05,TikTok Shop,OVO,Malang,Jawa Timur,Completed,5
ORD-2024-000132,2024-01-06,CUST-02750,PRD-028,1,275000,0.05,Tiktok shop ,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,3
ORD-2024-000133,2024-01-06,CUST-02871,PRD-006,1,78000,0.0,TikTok Shop,COD,Bandung,Jawa Barat,Completed,4
ORD-2024-000134,2024-01-06,CUST-03020,PRD-008,1,181000,0.0,Tokopedia,COD,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000135,2024-01-06,CUST-03355,PRD-001,3,115000,0.15,Shopee,GoPay,Medan,Sumatera Utara,Completed,4
ORD-2024-000136,2024-01-06,CUST-03364,PRD-013,2,145000,0.0,Tokopedia,OVO,Bandung,Jawa Barat,Completed,5
ORD-2024-000137,2024-01-06,CUST-03503,PRD-008,1,195000,0.0,Tokopedia,OVO,Jakarta,DKI Jakarta,Completed,
ORD-2024-000138,2024-01-06,CUST-03886,PRD-008,2,195000,0.0,Tokopedia,GoPay,Yogyakarta,DI Yogyakarta,Completed,5
ORD-2024-000139,2024-01-06,CUST-03994,PRD-010,2,99000,0.05,Webstore,Bank Transfer,Malang,Jawa Timur,Completed,3
ORD-2024-000140,2024-01-06,CUST-04033,PRD-003,1,118000,0.15,TikTok Shop,GoPay,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000141,2024-01-06,CUST-04049,PRD-007,3,89000,0.0,TikTok Shop,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,3
ORD-2024-000142,2024-01-06,CUST-04055,PRD-020,2,165000,0.0,Tokopedia,Credit Card,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000143,2024-01-06,CUST-04121,PRD-042,1,289000,0.15,Tokopedia,GoPay,Depok,Jawa Barat,Completed,4
ORD-2024-000144,2024-01-06,CUST-04766,PRD-001,4,115000,0.0,Shopee,GoPay,Pekanbaru,Riau,Completed,4
ORD-2024-000145,2024-01-06,CUST-05007,PRD-031,1,520000,0.0,Tokopedia,Paylater,Semarang,Jawa Tengah,Completed,5
ORD-2024-000146,2024-01-06,CUST-05177,PRD-044,2,219000,0.1,TikTok Shop,DANA,Bandung,Jawa Barat,Completed,4
ORD-2024-000147,2024-01-06,CUST-05177,PRD-044,2,219000,0.1,TikTok Shop,Paylater,Bandung,Jawa Barat,Cancelled,
ORD-2024-000148,2024-01-06,CUST-05596,PRD-042,1,289000,0.2,Shopee,ShopeePay,Bogor,Jawa Barat,Completed,5
ORD-2024-000149,2024-01-06,CUST-05785,PRD-008,2,195000,0.05,TikTok Shop,DANA,Depok,Jawa Barat,Completed,3
ORD-2024-000150,2024-01-07,CUST-00181,PRD-026,1,389000,0.0,TikTok Shop,GoPay,Bandung,Jawa Barat,Completed,4
ORD-2024-000151,2024-01-07,CUST-00279,PRD-007,2,89000,0.0,Tokopedia,COD,Depok,Jawa Barat,Completed,5
ORD-2024-000152,2024-01-07,CUST-00291,PRD-016,3,38000,0.0,Shopee,Paylater,Bogor,Jawa Barat,Completed,5
ORD-2024-000153,2024-01-07,CUST-00323,PRD-007,3,89000,0.0,Webstore,ShopeePay,Bandung,Jawa Barat,Completed,5
ORD-2024-000154,2024-01-07,CUST-00510,PRD-008,2,195000,0.15,Shopee,Bank Transfer,Bogor,Jawa Barat,Completed,5
ORD-2024-000155,2024-01-07,CUST-01022,PRD-007,4,89000,0.1,TikTok Shop,GoPay,Bandar Lampung,Lampung,Completed,4
ORD-2024-000156,2024-01-07,CUST-01329,PRD-018,4,25000,0.1,Tokopedia,Bank Transfer,Pekanbaru,Riau,Completed,5
ORD-2024-000157,2024-01-07,CUST-01741,PRD-033,2,89000,0.0,Shopee,COD,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000158,2024-01-07,CUST-02125,PRD-008,3,195000,0.0,Tokopedia,ShopeePay,Bekasi,Jawa Barat,Completed,5
ORD-2024-000159,2024-01-07,CUST-02345,PRD-006,3,78000,0.2,Tokopedia,Credit Card,Jakarta,DKI Jakarta,Completed,5
ORD-2024-000160,2024-01-07,CUST-02375,PRD-028,1,275000,0.0,Tokopedia,COD,Bekasi,Jawa Barat,Completed,5
ORD-2024-000161,2024-01-07,CUST-02679,PRD-016,2,38000,0.0,TikTok Shop,COD,Surabaya,Jawa Timur,Completed,5
ORD-2024-000162,2024-01-07,CUST-02680,PRD-001,2,115000,0.05,Shopee,ShopeePay,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000163,2024-01-07,CUST-02690,PRD-013,3,145000,0.1,TikTok Shop,Paylater,Bandung,Jawa Barat,Completed,4
ORD-2024-000164,2024-01-07,CUST-02728,PRD-015,3,32000,0.0,Webstore,Paylater,Bekasi,Jawa Barat,Completed,4
ORD-2024-000165,2024-01-07,CUST-02855,PRD-013,1,145000,0.0,Webstore,Paylater,Bandar Lampung,Lampung,Completed,5
ORD-2024-000166,2024-01-07,CUST-03524,PRD-003,3,118000,0.05,Tokopedia,Bank Transfer,Bandar Lampung,Lampung,Completed,5
ORD-2024-000167,2024-01-07,CUST-03586,PRD-034,1,35000,0.0,Tokopedia,Credit Card,Malang,Jawa Timur,Completed,4
ORD-2024-000168,2024-01-07,CUST-04795,PRD-005,4,122000,0.15,Shopee,ShopeePay,Bandung,Jawa Barat,Completed,
ORD-2024-000169,2024-01-07,CUST-04836,PRD-020,6,165000,0.15,TikTok Shop,COD,Surabaya,Jawa Timur,Completed,4
ORD-2024-000170,2024-01-07,CUST-04972,PRD-043,1,339000,0.0,TikTok Shop,OVO,Solo,Jawa Tengah,Completed,4
ORD-2024-000171,2024-01-07,CUST-05043,PRD-018,4,25000,0.1,Tokopedia,ShopeePay,Bekasi,Jawa Barat,Completed,5
ORD-2024-000172,2024-01-07,CUST-05308,PRD-001,1,115000,0.05,TikTok Shop,COD,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000173,2024-01-07,CUST-05343,PRD-002,2,125000,0.05,Shopee,COD,Malang,Jawa Timur,Completed,
ORD-2024-000174,2024-01-07,CUST-05787,PRD-006,2,78000,0.05,Tokopedia,GoPay,Bekasi,Jawa Barat,Completed,5
ORD-2024-000175,2024-01-08,CUST-00028,PRD-021,3,42000,0.0,TikTok Shop,COD,Bandung,Jawa Barat,Completed,3
ORD-2024-000176,2024-01-08,CUST-00320,PRD-016,3,38000,0.0,Webstore,Bank Transfer,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000177,2024-01-08,CUST-00583,PRD-013,1,145000,0.0,Tokopedia,DANA,Malang,Jawa Timur,Completed,
ORD-2024-000178,2024-01-08,CUST-00630,PRD-030,1,950000,0.0,Tokopedia,Credit Card,Balikpapan,Kalimantan Timur,Completed,5
ORD-2024-000179,2024-01-08,CUST-01023,PRD-010,2,99000,0.0,Shopee,GoPay,Surabaya,Jawa Timur,Completed,5
ORD-2024-000180,2024-01-08,CUST-01273,PRD-035,1,122000,0.15,Tokopedia,GoPay,Depok,Jawa Barat,Completed,4
ORD-2024-000181,2024-01-08,CUST-01825,PRD-015,2,32000,0.0,TikTok Shop,Bank Transfer,Palembang,Sumatera Selatan,Completed,
ORD-2024-000182,2024-01-08,CUST-02053,PRD-001,4,115000,0.25,Tokopedia,GoPay,Semarang,Jawa Tengah,Completed,5
ORD-2024-000183,2024-01-08,CUST-03121,PRD-015,4,32000,0.0,Tokopedia,COD,Solo,Jawa Tengah,Completed,4
ORD-2024-000184,2024-01-08,CUST-03164,PRD-001,1,115000,0.0,Tokopedia,GoPay,Balikpapan,Kalimantan Timur,Completed,4
ORD-2024-000185,2024-01-08,CUST-03194,PRD-006,3,78000,0.05,Shopee,ShopeePay,Medan,Sumatera Utara,Completed,4
ORD-2024-000186,2024-01-08,CUST-03474,PRD-042,1,289000,0.0,Webstore,DANA,Semarang,Jawa Tengah,Completed,3
ORD-2024-000187,2024-01-08,CUST-03735,PRD-038,1,135000,0.0,TikTok Shop,GoPay,Depok,Jawa Barat,Completed,4
ORD-2024-000188,2024-01-08,CUST-04097,PRD-006,2,76000,0.0,Shopee,ShopeePay,Denpasar,Bali,Completed,
ORD-2024-000189,2024-01-08,CUST-04597,PRD-019,4,30000,0.1,Tokopedia,Paylater, Semarang,Jawa Tengah,Completed,5
ORD-2024-000190,2024-01-08,CUST-04619,PRD-018,3,25000,0.1,Tokopedia,Bank Transfer,Malang,Jawa Timur,Completed,5
ORD-2024-000191,2024-01-08,CUST-05505,PRD-010,1,99000,0.0,TIKTOK SHOP,ShopeePay,Surabaya,Jawa Timur,Completed,4
ORD-2024-000192,2024-01-08,CUST-05623,PRD-026,1,389000,0.0,TikTok shop,DANA,Surabaya,Jawa Timur,Completed,3
ORD-2024-000193,2024-01-08,CUST-06529,PRD-017,2,28000,0.05,Tokopedia,GoPay,Makassar,Sulawesi Selatan,Completed,4
ORD-2024-000194,2024-01-09,CUST-00098,PRD-008,5,195000,0.1,Webstore,DANA,Solo,Jawa Tengah,Completed,5
ORD-2024-000195,2024-01-09,CUST-00768,PRD-038,2,135000,0.0,Shopee,DANA,Semarang,Jawa Tengah,Completed,4
